arrangement_id,song_id,performance_id,resource_id,arrangement_scope,key_signature,capo,tuning,notes
arrangement-sugaree-rukind-key-b,song-sugaree,,resource-rukind-sugaree-tab,recorded-song-interpretation,B,,,Source describes an original-recording interpretation transposed from C to B.
