performance_link_id,performance_id,platform,link_type,url,title,start_seconds,duration_seconds,is_official,notes
performance-link-gd-1966-01-08-death-don-t-have-no-mercy-1-4-archive-track,gd-1966-01-08-death-don-t-have-no-mercy-1-4,archive,recording-track,https://archive.org/details/gd1966-01-08.sbd.bershaw.5410.shnf/Acid1_05.mp3,Death Don't Have No Mercy,,302,false,Track 5 of Internet Archive item gd1966-01-08.sbd.bershaw.5410.shnf (recording-archive-gd1966-01-08-sbd-bershaw-5410-shnf); file Acid1_05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-03-12-viola-lee-blues-1-1-archive-track,gd-1966-03-12-viola-lee-blues-1-1,archive,recording-track,https://archive.org/details/gd1966-03-12.sbd.bershaw.5412.shnf/Acid2_01.mp3,Viola Lee Blues,,560,false,Track 1 of Internet Archive item gd1966-03-12.sbd.bershaw.5412.shnf (recording-archive-gd1966-03-12-sbd-bershaw-5412-shnf); file Acid2_01.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-03-12-you-see-a-broken-heart-1-4-archive-track,gd-1966-03-12-you-see-a-broken-heart-1-4,archive,recording-track,https://archive.org/details/gd1966-03-12.sbd.bershaw.5412.shnf/Acid2_02.mp3,You See A Broken Heart,,121,false,Track 2 of Internet Archive item gd1966-03-12.sbd.bershaw.5412.shnf (recording-archive-gd1966-03-12-sbd-bershaw-5412-shnf); file Acid2_02.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-03-19-viola-lee-blues-1-1-archive-track,gd-1966-03-19-viola-lee-blues-1-1,archive,recording-track,https://archive.org/details/gd66-03-19.sbd.scotton.81951.sbeok.flac/gd66-03-19d1t01.mp3,Viola Lee Blues,,680,false,Track 1 of Internet Archive item gd66-03-19.sbd.scotton.81951.sbeok.flac (recording-archive-gd66-03-19-sbd-scotton-81951-sbeok-flac); file gd66-03-19d1t01.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-05-19-beat-it-on-down-the-line-1-1-archive-track,gd-1966-05-19-beat-it-on-down-the-line-1-1,archive,recording-track,https://archive.org/details/gd1966-05-19.136656.set1.sbd.sirmick.flac16/gd1966-05-19t01.mp3,Beat It On Down The Line,,154,false,Track 1 of Internet Archive item gd1966-05-19.136656.set1.sbd.sirmick.flac16 (recording-archive-gd1966-05-19-136656-set1-sbd-sirmick-flac16); file gd1966-05-19t01.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-05-19-cream-puff-war-1-9-archive-track,gd-1966-05-19-cream-puff-war-1-9,archive,recording-track,https://archive.org/details/gd1966-05-19.136656.set1.sbd.sirmick.flac16/gd1966-05-19t09.mp3,Cream Puff War//,,141,false,Track 9 of Internet Archive item gd1966-05-19.136656.set1.sbd.sirmick.flac16 (recording-archive-gd1966-05-19-136656-set1-sbd-sirmick-flac16); file gd1966-05-19t09.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-05-19-i-know-you-rider-1-6-archive-track,gd-1966-05-19-i-know-you-rider-1-6,archive,recording-track,https://archive.org/details/gd1966-05-19.136656.set1.sbd.sirmick.flac16/gd1966-05-19t06.mp3,I Know You Rider,,172,false,Track 6 of Internet Archive item gd1966-05-19.136656.set1.sbd.sirmick.flac16 (recording-archive-gd1966-05-19-136656-set1-sbd-sirmick-flac16); file gd1966-05-19t06.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-05-19-mindbender-1-3-archive-track,gd-1966-05-19-mindbender-1-3,archive,recording-track,https://archive.org/details/gd1966-05-19.136656.set1.sbd.sirmick.flac16/gd1966-05-19t03.mp3,Mindbender,,184,false,Track 3 of Internet Archive item gd1966-05-19.136656.set1.sbd.sirmick.flac16 (recording-archive-gd1966-05-19-136656-set1-sbd-sirmick-flac16); file gd1966-05-19t03.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-05-19-sick-and-tired-1-8-archive-track,gd-1966-05-19-sick-and-tired-1-8,archive,recording-track,https://archive.org/details/gd1966-05-19.136656.set1.sbd.sirmick.flac16/gd1966-05-19t08.mp3,Sick And Tired,,225,false,Track 8 of Internet Archive item gd1966-05-19.136656.set1.sbd.sirmick.flac16 (recording-archive-gd1966-05-19-136656-set1-sbd-sirmick-flac16); file gd1966-05-19t08.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-05-19-standing-on-the-corner-1-2-archive-track,gd-1966-05-19-standing-on-the-corner-1-2,archive,recording-track,https://archive.org/details/gd1966-05-19.136656.set1.sbd.sirmick.flac16/gd1966-05-19t02.mp3,Standing On The Corner,,226,false,Track 2 of Internet Archive item gd1966-05-19.136656.set1.sbd.sirmick.flac16 (recording-archive-gd1966-05-19-136656-set1-sbd-sirmick-flac16); file gd1966-05-19t02.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-05-19-viola-lee-blues-1-5-archive-track,gd-1966-05-19-viola-lee-blues-1-5,archive,recording-track,https://archive.org/details/gd1966-05-19.136656.set1.sbd.sirmick.flac16/gd1966-05-19t05.mp3,Viola Lee Blues,,475,false,Track 5 of Internet Archive item gd1966-05-19.136656.set1.sbd.sirmick.flac16 (recording-archive-gd1966-05-19-136656-set1-sbd-sirmick-flac16); file gd1966-05-19t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-beat-it-on-down-the-line-1-4-archive-track,gd-1966-07-16-beat-it-on-down-the-line-1-4,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t04.mp3,Beat It On Down The Line,,123,false,Track 4 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t04.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-big-boss-man-1-2-archive-track,gd-1966-07-16-big-boss-man-1-2,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t02.mp3,Big Boss Man,,175,false,Track 2 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t02.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-cardboard-cowboy-1-6-archive-track,gd-1966-07-16-cardboard-cowboy-1-6,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t06.mp3,Cardboard Cowboy,,90,false,Track 6 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t06.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-cold-rain-and-snow-2-7-archive-track,gd-1966-07-16-cold-rain-and-snow-2-7,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d2t02.mp3,Cold Rain And Snow ->,,157,false,Track 17 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d2t02.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-cream-puff-war-1-10-archive-track,gd-1966-07-16-cream-puff-war-1-10,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t10.mp3,Cream Puff War,,217,false,Track 10 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t10.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-dancin-in-the-streets-2-10-archive-track,gd-1966-07-16-dancin-in-the-streets-2-10,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d2t05.mp3,Dancin' In The Streets,,227,false,Track 20 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d2t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-don-t-ease-me-in-2-2-archive-track,gd-1966-07-16-don-t-ease-me-in-2-2,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t12.mp3,Don't Ease Me In ->,,91,false,Track 12 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t12.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-good-morning-little-schoolgirl-2-8-archive-track,gd-1966-07-16-good-morning-little-schoolgirl-2-8,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d2t03.mp3,Good Morning Little Schoolgirl ->,,344,false,Track 18 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d2t03.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-he-was-a-friend-of-mine-1-9-archive-track,gd-1966-07-16-he-was-a-friend-of-mine-1-9,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t09.mp3,He Was A Friend Of Mine,,168,false,Track 9 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t09.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-i-know-you-rider-1-1-archive-track,gd-1966-07-16-i-know-you-rider-1-1,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t01.mp3,I Know You Rider,,125,false,Track 1 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t01.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-in-the-pines-1-5-archive-track,gd-1966-07-16-in-the-pines-1-5,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t05.mp3,In The Pines,,193,false,Track 5 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-it-s-all-over-now-baby-blue-2-9-archive-track,gd-1966-07-16-it-s-all-over-now-baby-blue-2-9,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d2t04.mp3,It's All Over Now Baby Blue,,159,false,Track 19 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d2t04.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-minglewood-blues-2-4-archive-track,gd-1966-07-16-minglewood-blues-2-4,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t14.mp3,Minglewood Blues ->,,136,false,Track 14 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t14.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-next-time-you-see-me-1-8-archive-track,gd-1966-07-16-next-time-you-see-me-1-8,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t08.mp3,Next Time You See Me,,112,false,Track 8 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t08.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-nobody-s-fault-but-mine-1-7-archive-track,gd-1966-07-16-nobody-s-fault-but-mine-1-7,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t07.mp3,Nobody's Fault But Mine,,144,false,Track 7 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t07.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-pain-in-my-heart-2-3-archive-track,gd-1966-07-16-pain-in-my-heart-2-3,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t13.mp3,Pain In My Heart,,140,false,Track 13 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t13.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-standing-on-the-corner-1-3-archive-track,gd-1966-07-16-standing-on-the-corner-1-3,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t03.mp3,Standing On The Corner,,137,false,Track 3 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t03.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-viola-lee-blues-2-1-archive-track,gd-1966-07-16-viola-lee-blues-2-1,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d1t11.mp3,Viola Lee Blues,,322,false,Track 11 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d1t11.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-16-you-don-t-have-to-ask-2-6-archive-track,gd-1966-07-16-you-don-t-have-to-ask-2-6,archive,recording-track,https://archive.org/details/gd1966-07-16.sbd.miller.21063.shnf/gd66-07-16d2t01.mp3,You Don't Have To Ask,,169,false,Track 16 of Internet Archive item gd1966-07-16.sbd.miller.21063.shnf (recording-archive-gd1966-07-16-sbd-miller-21063-shnf); file gd66-07-16d2t01.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-17-big-boss-man-1-1-archive-track,gd-1966-07-17-big-boss-man-1-1,archive,recording-track,https://archive.org/details/gd1966-07-17.sbd.serafin.4458.shnf/gd66-07-17d1t01.mp3,Big Boss Man,,160,false,Track 1 of Internet Archive item gd1966-07-17.sbd.serafin.4458.shnf (recording-archive-gd1966-07-17-sbd-serafin-4458-shnf); file gd66-07-17d1t01.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-17-next-time-you-see-me-1-8-archive-track,gd-1966-07-17-next-time-you-see-me-1-8,archive,recording-track,https://archive.org/details/gd1966-07-17.sbd.serafin.4458.shnf/gd66-07-17d1t07.mp3,Next Time You See Me,,89,false,Track 7 of Internet Archive item gd1966-07-17.sbd.serafin.4458.shnf (recording-archive-gd1966-07-17-sbd-serafin-4458-shnf); file gd66-07-17d1t07.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-29-big-boss-man-1-6-archive-track,gd-1966-07-29-big-boss-man-1-6,archive,recording-track,https://archive.org/details/gd1966-07-29.sbd.2243.sbeok.shnf/gd66-07-29d1t06.mp3,Big Boss Man,,149,false,Track 6 of Internet Archive item gd1966-07-29.sbd.2243.sbeok.shnf (recording-archive-gd1966-07-29-sbd-2243-sbeok-shnf); file gd66-07-29d1t06.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-29-cardboard-cowboy-1-8-archive-track,gd-1966-07-29-cardboard-cowboy-1-8,archive,recording-track,https://archive.org/details/gd1966-07-29.sbd.2243.sbeok.shnf/gd66-07-29d1t08.mp3,Cardboard Cowboy,,103,false,Track 8 of Internet Archive item gd1966-07-29.sbd.2243.sbeok.shnf (recording-archive-gd1966-07-29-sbd-2243-sbeok-shnf); file gd66-07-29d1t08.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-29-cream-puff-war-1-10-archive-track,gd-1966-07-29-cream-puff-war-1-10,archive,recording-track,https://archive.org/details/gd1966-07-29.sbd.2243.sbeok.shnf/gd66-07-29d1t10.mp3,Cream Puff War,,299,false,Track 10 of Internet Archive item gd1966-07-29.sbd.2243.sbeok.shnf (recording-archive-gd1966-07-29-sbd-2243-sbeok-shnf); file gd66-07-29d1t10.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-29-next-time-you-see-me-1-3-archive-track,gd-1966-07-29-next-time-you-see-me-1-3,archive,recording-track,https://archive.org/details/gd1966-07-29.sbd.2243.sbeok.shnf/gd66-07-29d1t03.mp3,Next Time You See Me,,125,false,Track 3 of Internet Archive item gd1966-07-29.sbd.2243.sbeok.shnf (recording-archive-gd1966-07-29-sbd-2243-sbeok-shnf); file gd66-07-29d1t03.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-29-sitting-on-top-of-the-world-1-4-archive-track,gd-1966-07-29-sitting-on-top-of-the-world-1-4,archive,recording-track,https://archive.org/details/gd1966-07-29.sbd.2243.sbeok.shnf/gd66-07-29d1t04.mp3,Sitting on Top of the World,,138,false,Track 4 of Internet Archive item gd1966-07-29.sbd.2243.sbeok.shnf (recording-archive-gd1966-07-29-sbd-2243-sbeok-shnf); file gd66-07-29d1t04.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-29-standing-on-the-corner-1-1-archive-track,gd-1966-07-29-standing-on-the-corner-1-1,archive,recording-track,https://archive.org/details/gd1966-07-29.sbd.2243.sbeok.shnf/gd66-07-29d1t01.mp3,Standing On The Corner,,117,false,Track 1 of Internet Archive item gd1966-07-29.sbd.2243.sbeok.shnf (recording-archive-gd1966-07-29-sbd-2243-sbeok-shnf); file gd66-07-29d1t01.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-29-stealin-1-7-archive-track,gd-1966-07-29-stealin-1-7,archive,recording-track,https://archive.org/details/gd1966-07-29.sbd.2243.sbeok.shnf/gd66-07-29d1t07.mp3,Stealin',,131,false,Track 7 of Internet Archive item gd1966-07-29.sbd.2243.sbeok.shnf (recording-archive-gd1966-07-29-sbd-2243-sbeok-shnf); file gd66-07-29d1t07.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-29-you-don-t-have-to-ask-1-5-archive-track,gd-1966-07-29-you-don-t-have-to-ask-1-5,archive,recording-track,https://archive.org/details/gd1966-07-29.sbd.2243.sbeok.shnf/gd66-07-29d1t05.mp3,You Don't. Have To Ask,,201,false,Track 5 of Internet Archive item gd1966-07-29.sbd.2243.sbeok.shnf (recording-archive-gd1966-07-29-sbd-2243-sbeok-shnf); file gd66-07-29d1t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-30-beat-it-on-down-the-line-1-7-archive-track,gd-1966-07-30-beat-it-on-down-the-line-1-7,archive,recording-track,https://archive.org/details/gd1966-07-30.sbd.GEMS.94631.flac16/gd1966-07-30.d1t12.mp3,Beat It On Down the Line,,168,false,Track 12 of Internet Archive item gd1966-07-30.sbd.GEMS.94631.flac16 (recording-archive-gd1966-07-30-sbd-gems-94631-flac16); file gd1966-07-30.d1t12.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-30-good-morning-little-schoolgirl-1-8-archive-track,gd-1966-07-30-good-morning-little-schoolgirl-1-8,archive,recording-track,https://archive.org/details/gd1966-07-30.sbd.GEMS.94631.flac16/gd1966-07-30.d1t13.mp3,Good Morning Little Schoolgirl //,,345,false,Track 13 of Internet Archive item gd1966-07-30.sbd.GEMS.94631.flac16 (recording-archive-gd1966-07-30-sbd-gems-94631-flac16); file gd1966-07-30.d1t13.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-07-30-you-don-t-have-to-ask-1-5-archive-track,gd-1966-07-30-you-don-t-have-to-ask-1-5,archive,recording-track,https://archive.org/details/gd1966-07-30.sbd.GEMS.94631.flac16/gd1966-07-30.d1t05.mp3,You Don't Have To Ask,,321,false,Track 5 of Internet Archive item gd1966-07-30.sbd.GEMS.94631.flac16 (recording-archive-gd1966-07-30-sbd-gems-94631-flac16); file gd1966-07-30.d1t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-18-beat-it-on-down-the-line-1-4-archive-track,gd-1966-11-18-beat-it-on-down-the-line-1-4,archive,recording-track,https://archive.org/details/gd1966-11-18.169871.sbd.flegel.ciaffa.miller.flac2444/05%20Next%20Time%20You%20See%20Me.mp3,Beat It On Down the Line,,242,false,Track 5 of Internet Archive item gd1966-11-18.169871.sbd.flegel.ciaffa.miller.flac2444 (recording-archive-gd1966-11-18-169871-sbd-flegel-ciaffa-miller-flac2444); file 05 Next Time You See Me.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-18-it-s-all-over-now-baby-blue-1-6-archive-track,gd-1966-11-18-it-s-all-over-now-baby-blue-1-6,archive,recording-track,https://archive.org/details/gd1966-11-18.169871.sbd.flegel.ciaffa.miller.flac2444/07%20Viola%20Lee%20Blues.mp3,"It's All Over Now, Baby Blue",,70,false,Track 7 of Internet Archive item gd1966-11-18.169871.sbd.flegel.ciaffa.miller.flac2444 (recording-archive-gd1966-11-18-169871-sbd-flegel-ciaffa-miller-flac2444); file 07 Viola Lee Blues.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-18-next-time-you-see-me-1-5-archive-track,gd-1966-11-18-next-time-you-see-me-1-5,archive,recording-track,https://archive.org/details/gd1966-11-18.169871.sbd.flegel.ciaffa.miller.flac2444/06%20It%27s%20All%20Over%20Now%2C%20Baby%20Blue.mp3,Next Time You See Me,,357,false,"Track 6 of Internet Archive item gd1966-11-18.169871.sbd.flegel.ciaffa.miller.flac2444 (recording-archive-gd1966-11-18-169871-sbd-flegel-ciaffa-miller-flac2444); file 06 It's All Over Now, Baby Blue.mp3. Derived from preserved representative item metadata; no audio retrieved."
performance-link-gd-1966-11-18-nobody-s-fault-but-mine-1-3-archive-track,gd-1966-11-18-nobody-s-fault-but-mine-1-3,archive,recording-track,https://archive.org/details/gd1966-11-18.169871.sbd.flegel.ciaffa.miller.flac2444/04%20Beat%20It%20On%20Down%20The%20Line.mp3,Nobody's Fault But Mine,,167,false,Track 4 of Internet Archive item gd1966-11-18.169871.sbd.flegel.ciaffa.miller.flac2444 (recording-archive-gd1966-11-18-169871-sbd-flegel-ciaffa-miller-flac2444); file 04 Beat It On Down The Line.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-18-the-same-thing-1-1-archive-track,gd-1966-11-18-the-same-thing-1-1,archive,recording-track,https://archive.org/details/gd1966-11-18.169871.sbd.flegel.ciaffa.miller.flac2444/02%20New%20Minglewood%20Blues.mp3,The Same Thing,,242,false,Track 2 of Internet Archive item gd1966-11-18.169871.sbd.flegel.ciaffa.miller.flac2444 (recording-archive-gd1966-11-18-169871-sbd-flegel-ciaffa-miller-flac2444); file 02 New Minglewood Blues.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-19-beat-it-on-down-the-line-1-4-archive-track,gd-1966-11-19-beat-it-on-down-the-line-1-4,archive,recording-track,https://archive.org/details/gd1966-11-19.sbd.miller.94106.sbeok.flac16/gd66-11-19d1t05.mp3,Beat It On Down The Line,,191,false,Track 5 of Internet Archive item gd1966-11-19.sbd.miller.94106.sbeok.flac16 (recording-archive-gd1966-11-19-sbd-miller-94106-sbeok-flac16); file gd66-11-19d1t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-19-cold-rain-and-snow-1-1-archive-track,gd-1966-11-19-cold-rain-and-snow-1-1,archive,recording-track,https://archive.org/details/gd1966-11-19.sbd.miller.94106.sbeok.flac16/gd66-11-19d1t02.mp3,Cold Rain And Snow,,200,false,Track 2 of Internet Archive item gd1966-11-19.sbd.miller.94106.sbeok.flac16 (recording-archive-gd1966-11-19-sbd-miller-94106-sbeok-flac16); file gd66-11-19d1t02.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-19-cream-puff-war-1-5-archive-track,gd-1966-11-19-cream-puff-war-1-5,archive,recording-track,https://archive.org/details/gd1966-11-19.sbd.miller.94106.sbeok.flac16/gd66-11-19d1t06.mp3,Cream Puff War,,488,false,Track 6 of Internet Archive item gd1966-11-19.sbd.miller.94106.sbeok.flac16 (recording-archive-gd1966-11-19-sbd-miller-94106-sbeok-flac16); file gd66-11-19d1t06.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-19-dancin-in-the-streets-1-8-archive-track,gd-1966-11-19-dancin-in-the-streets-1-8,archive,recording-track,https://archive.org/details/gd1966-11-19.sbd.miller.94106.sbeok.flac16/gd66-11-19d1t09.mp3,Dancin' In The Street,,381,false,Track 9 of Internet Archive item gd1966-11-19.sbd.miller.94106.sbeok.flac16 (recording-archive-gd1966-11-19-sbd-miller-94106-sbeok-flac16); file gd66-11-19d1t09.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-19-he-was-a-friend-of-mine-1-7-archive-track,gd-1966-11-19-he-was-a-friend-of-mine-1-7,archive,recording-track,https://archive.org/details/gd1966-11-19.sbd.miller.94106.sbeok.flac16/gd66-11-19d1t08.mp3,He Was A Friend Of Mine,,301,false,Track 8 of Internet Archive item gd1966-11-19.sbd.miller.94106.sbeok.flac16 (recording-archive-gd1966-11-19-sbd-miller-94106-sbeok-flac16); file gd66-11-19d1t08.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-19-hi-heel-sneakers-1-2-archive-track,gd-1966-11-19-hi-heel-sneakers-1-2,archive,recording-track,https://archive.org/details/gd1966-11-19.sbd.miller.94106.sbeok.flac16/gd66-11-19d1t03.mp3,Hi-Heel Sneakers,,272,false,Track 3 of Internet Archive item gd1966-11-19.sbd.miller.94106.sbeok.flac16 (recording-archive-gd1966-11-19-sbd-miller-94106-sbeok-flac16); file gd66-11-19d1t03.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-19-i-m-a-king-bee-2-2-archive-track,gd-1966-11-19-i-m-a-king-bee-2-2,archive,recording-track,https://archive.org/details/gd1966-11-19.sbd.miller.94106.sbeok.flac16/gd66-11-19d1t11.mp3,I'm A King Bee,,350,false,Track 11 of Internet Archive item gd1966-11-19.sbd.miller.94106.sbeok.flac16 (recording-archive-gd1966-11-19-sbd-miller-94106-sbeok-flac16); file gd66-11-19d1t11.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1966-11-19-pain-in-my-heart-1-3-archive-track,gd-1966-11-19-pain-in-my-heart-1-3,archive,recording-track,https://archive.org/details/gd1966-11-19.sbd.miller.94106.sbeok.flac16/gd66-11-19d1t04.mp3,Pain In My Heart,,235,false,Track 4 of Internet Archive item gd1966-11-19.sbd.miller.94106.sbeok.flac16 (recording-archive-gd1966-11-19-sbd-miller-94106-sbeok-flac16); file gd66-11-19d1t04.mp3. Derived from preserved representative item metadata; no audio retrieved.
