show_link_id,show_id,platform,link_type,url,title,is_official,notes
show-link-gd-1966-01-01-archive-index,gd-1966-01-01,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-01-01,All recordings on the Internet Archive: 1966-01-01 Beaver Hall,false,"Internet Archive GratefulDead collection listing filtered to date:1966-01-01; 2 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-01-01-relisten,gd-1966-01-01,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/01/01,Listen on Relisten: 1966-01-01 Beaver Hall,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-01-01, 3 source(s), avg rating 9.26; retrieved 2026-09-01."
show-link-gd-1966-01-08-archive-index,gd-1966-01-08,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-01-08,All recordings on the Internet Archive: 1966-01-08 Fillmore Auditorium,false,"Internet Archive GratefulDead collection listing filtered to date:1966-01-08; 3 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-01-08-relisten,gd-1966-01-08,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/01/08,Listen on Relisten: 1966-01-08 Fillmore Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-01-08, 3 source(s), avg rating 9.50; retrieved 2026-09-01."
show-link-gd-1966-01-29-archive-index,gd-1966-01-29,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-01-29,All recordings on the Internet Archive: 1966-01-29 Matrix,false,"Internet Archive GratefulDead collection listing filtered to date:1966-01-29; 2 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-01-29-relisten,gd-1966-01-29,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/01/29,Listen on Relisten: 1966-01-29 Matrix,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-01-29, 2 source(s), avg rating 7.75; retrieved 2026-09-01."
show-link-gd-1966-02-12-archive-index,gd-1966-02-12,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-02-12,All recordings on the Internet Archive: 1966-02-12 Youth Opportunities Center,false,"Internet Archive GratefulDead collection listing filtered to date:1966-02-12; 1 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-02-12-relisten,gd-1966-02-12,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/02/12,Listen on Relisten: 1966-02-12 Youth Opportunities Center,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-02-12, 1 source(s), avg rating 7.60; retrieved 2026-09-01."
show-link-gd-1966-02-25-archive-index,gd-1966-02-25,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-02-25,All recordings on the Internet Archive: 1966-02-25 Empire Studios,false,"Internet Archive GratefulDead collection listing filtered to date:1966-02-25; 2 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-02-25-relisten,gd-1966-02-25,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/02/25,Listen on Relisten: 1966-02-25 Empire Studios,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-02-25, 2 source(s), avg rating 9.73; retrieved 2026-09-01."
show-link-gd-1966-03-12-archive-index,gd-1966-03-12,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-03-12,All recordings on the Internet Archive: 1966-03-12 Danish Center,false,"Internet Archive GratefulDead collection listing filtered to date:1966-03-12; 4 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-03-12-relisten,gd-1966-03-12,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/03/12,Listen on Relisten: 1966-03-12 Danish Center,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-03-12, 4 source(s), avg rating 9.50; retrieved 2026-09-01."
show-link-gd-1966-03-19-archive-index,gd-1966-03-19,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-03-19,All recordings on the Internet Archive: 1966-03-19 Carthay Studios,false,"Internet Archive GratefulDead collection listing filtered to date:1966-03-19; 2 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-03-19-relisten,gd-1966-03-19,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/03/19,Listen on Relisten: 1966-03-19 Carthay Studios,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-03-19, 2 source(s), avg rating 8.89; retrieved 2026-09-01."
show-link-gd-1966-03-25-archive-index,gd-1966-03-25,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-03-25,All recordings on the Internet Archive: 1966-03-25 Trouper's Hall,false,"Internet Archive GratefulDead collection listing filtered to date:1966-03-25; 2 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-03-25-relisten,gd-1966-03-25,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/03/25,Listen on Relisten: 1966-03-25 Trouper's Hall,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-03-25, 2 source(s), avg rating 9.39; retrieved 2026-09-01."
show-link-gd-1966-05-19-archive-index,gd-1966-05-19,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-05-19,All recordings on the Internet Archive: 1966-05-19 Avalon Ballroom,false,"Internet Archive GratefulDead collection listing filtered to date:1966-05-19; 5 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-05-19-relisten,gd-1966-05-19,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/05/19,Listen on Relisten: 1966-05-19 Avalon Ballroom,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-05-19, 5 source(s), avg rating 9.46; retrieved 2026-09-01."
show-link-gd-1966-07-03-archive-index,gd-1966-07-03,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-07-03,All recordings on the Internet Archive: 1966-07-03 Fillmore Auditorium,false,"Internet Archive GratefulDead collection listing filtered to date:1966-07-03; 2 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-07-03-relisten,gd-1966-07-03,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/07/03,Listen on Relisten: 1966-07-03 Fillmore Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-07-03, 2 source(s), avg rating 8.44; retrieved 2026-09-01."
show-link-gd-1966-07-16-archive-index,gd-1966-07-16,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-07-16,All recordings on the Internet Archive: 1966-07-16 Fillmore Auditorium,false,"Internet Archive GratefulDead collection listing filtered to date:1966-07-16; 4 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-07-16-relisten,gd-1966-07-16,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/07/16,Listen on Relisten: 1966-07-16 Fillmore Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-07-16, 4 source(s), avg rating 9.47; retrieved 2026-09-01."
show-link-gd-1966-07-17-archive-index,gd-1966-07-17,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-07-17,All recordings on the Internet Archive: 1966-07-17 Fillmore Auditorium,false,"Internet Archive GratefulDead collection listing filtered to date:1966-07-17; 3 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-07-17-relisten,gd-1966-07-17,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/07/17,Listen on Relisten: 1966-07-17 Fillmore Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-07-17, 3 source(s), avg rating 9.50; retrieved 2026-09-01."
show-link-gd-1966-07-29-archive-index,gd-1966-07-29,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-07-29,All recordings on the Internet Archive: 1966-07-29 P.N.E. Garden Auditorium,false,"Internet Archive GratefulDead collection listing filtered to date:1966-07-29; 3 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-07-29-relisten,gd-1966-07-29,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/07/29,Listen on Relisten: 1966-07-29 P.N.E. Garden Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-07-29, 3 source(s), avg rating 9.62; retrieved 2026-09-01."
show-link-gd-1966-07-30-archive-index,gd-1966-07-30,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-07-30,All recordings on the Internet Archive: 1966-07-30 P.N.E. Garden Auditorium,false,"Internet Archive GratefulDead collection listing filtered to date:1966-07-30; 2 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-07-30-relisten,gd-1966-07-30,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/07/30,Listen on Relisten: 1966-07-30 P.N.E. Garden Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-07-30, 2 source(s), avg rating 8.50; retrieved 2026-09-01."
show-link-gd-1966-09-16-archive-index,gd-1966-09-16,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-09-16,All recordings on the Internet Archive: 1966-09-16 Avalon Ballroom,false,"Internet Archive GratefulDead collection listing filtered to date:1966-09-16; 6 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-09-16-relisten,gd-1966-09-16,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/09/16,Listen on Relisten: 1966-09-16 Avalon Ballroom,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-09-16, 6 source(s), avg rating 10.00; retrieved 2026-09-01."
show-link-gd-1966-10-02-archive-index,gd-1966-10-02,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-10-02,"All recordings on the Internet Archive: 1966-10-02 Commons, San Francisco State University",false,"Internet Archive GratefulDead collection listing filtered to date:1966-10-02; 2 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-10-02-relisten,gd-1966-10-02,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/10/02,"Listen on Relisten: 1966-10-02 Commons, San Francisco State University",false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-10-02, 2 source(s), avg rating 9.00; retrieved 2026-09-01."
show-link-gd-1966-10-07-archive-index,gd-1966-10-07,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-10-07,All recordings on the Internet Archive: 1966-10-07 Fillmore Auditorium,false,"Internet Archive GratefulDead collection listing filtered to date:1966-10-07; 1 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-10-07-relisten,gd-1966-10-07,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/10/07,Listen on Relisten: 1966-10-07 Fillmore Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-10-07, 1 source(s), avg rating 7.78; retrieved 2026-09-01."
show-link-gd-1966-10-31-archive-index,gd-1966-10-31,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-10-31,All recordings on the Internet Archive: 1966-10-31 California Hall,false,"Internet Archive GratefulDead collection listing filtered to date:1966-10-31; 1 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-10-31-relisten,gd-1966-10-31,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/10/31,Listen on Relisten: 1966-10-31 California Hall,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-10-31, 1 source(s), avg rating 5.71; retrieved 2026-09-01."
show-link-gd-1966-11-18-archive-index,gd-1966-11-18,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-11-18,All recordings on the Internet Archive: 1966-11-18 Fillmore Auditorium,false,"Internet Archive GratefulDead collection listing filtered to date:1966-11-18; 3 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-11-18-relisten,gd-1966-11-18,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/11/18,Listen on Relisten: 1966-11-18 Fillmore Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-11-18, 3 source(s), avg rating 8.00; retrieved 2026-09-01."
show-link-gd-1966-11-19-archive-index,gd-1966-11-19,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-11-19,All recordings on the Internet Archive: 1966-11-19 Fillmore Auditorium,false,"Internet Archive GratefulDead collection listing filtered to date:1966-11-19; 4 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-11-19-relisten,gd-1966-11-19,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/11/19,Listen on Relisten: 1966-11-19 Fillmore Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-11-19, 4 source(s), avg rating 9.56; retrieved 2026-09-01."
show-link-gd-1966-11-29-archive-index,gd-1966-11-29,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-11-29,All recordings on the Internet Archive: 1966-11-29 Matrix,false,"Internet Archive GratefulDead collection listing filtered to date:1966-11-29; 5 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-11-29-relisten,gd-1966-11-29,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/11/29,Listen on Relisten: 1966-11-29 Matrix,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-11-29, 5 source(s), avg rating 9.60; retrieved 2026-09-01."
show-link-gd-1966-12-01-archive-index,gd-1966-12-01,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1966-12-01,All recordings on the Internet Archive: 1966-12-01 Matrix,false,"Internet Archive GratefulDead collection listing filtered to date:1966-12-01; 5 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1966-12-01-relisten,gd-1966-12-01,relisten,streaming-show-page,https://relisten.net/grateful-dead/1966/12/01,Listen on Relisten: 1966-12-01 Matrix,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1966: display_date 1966-12-01, 5 source(s), avg rating 9.67; retrieved 2026-09-01."
show-link-gd-1967-01-01-archive-index,gd-1967-01-01,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-01-01,"All recordings on the Internet Archive: 1967-01-01 Panhandle, Golden Gate Park",false,"Internet Archive GratefulDead collection listing filtered to date:1967-01-01; 2 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-01-14-0-relisten,gd-1967-01-14-0,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/01/14,"Listen on Relisten: 1967-01-14 Polo Field, Golden Gate Park",false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-01-14, 2 source(s), avg rating 8.10; retrieved 2026-09-01. Date-level URL shared with same-date show(s) gd-1967-01-14-1; it cannot single out this show."
show-link-gd-1967-01-14-1-relisten,gd-1967-01-14-1,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/01/14,Listen on Relisten: 1967-01-14 Fillmore Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-01-14, 2 source(s), avg rating 8.10; retrieved 2026-09-01. Date-level URL shared with same-date show(s) gd-1967-01-14-0; it cannot single out this show."
show-link-gd-1967-01-27-archive-index,gd-1967-01-27,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-01-27,All recordings on the Internet Archive: 1967-01-27 Avalon Ballroom,false,"Internet Archive GratefulDead collection listing filtered to date:1967-01-27; 2 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-01-27-relisten,gd-1967-01-27,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/01/27,Listen on Relisten: 1967-01-27 Avalon Ballroom,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-01-27, 2 source(s), avg rating 6.74; retrieved 2026-09-01."
show-link-gd-1967-02-12-archive-index,gd-1967-02-12,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-02-12,All recordings on the Internet Archive: 1967-02-12 Fillmore Auditorium,false,"Internet Archive GratefulDead collection listing filtered to date:1967-02-12; 1 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-02-12-relisten,gd-1967-02-12,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/02/12,Listen on Relisten: 1967-02-12 Fillmore Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-02-12, 1 source(s), avg rating 8.33; retrieved 2026-09-01."
show-link-gd-1967-03-18-archive-index,gd-1967-03-18,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-03-18,All recordings on the Internet Archive: 1967-03-18 Winterland,false,"Internet Archive GratefulDead collection listing filtered to date:1967-03-18; 4 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-03-18-relisten,gd-1967-03-18,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/03/18,Listen on Relisten: 1967-03-18 Winterland,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-03-18, 4 source(s), avg rating 9.42; retrieved 2026-09-01."
show-link-gd-1967-04-01-archive-index,gd-1967-04-01,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-04-01,All recordings on the Internet Archive: 1967-04-01 The Rock Garden,false,"Internet Archive GratefulDead collection listing filtered to date:1967-04-01; 1 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-04-01-relisten,gd-1967-04-01,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/04/01,Listen on Relisten: 1967-04-01 The Rock Garden,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-04-01, 1 source(s), avg rating 9.47; retrieved 2026-09-01."
show-link-gd-1967-04-08-archive-index,gd-1967-04-08,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-04-08,All recordings on the Internet Archive: 1967-04-08 KPIX-TV Studios,false,"Internet Archive GratefulDead collection listing filtered to date:1967-04-08; 1 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-04-08-relisten,gd-1967-04-08,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/04/08,Listen on Relisten: 1967-04-08 KPIX-TV Studios,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-04-08, 1 source(s), avg rating 8.55; retrieved 2026-09-01."
show-link-gd-1967-05-05-archive-index,gd-1967-05-05,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-05-05,All recordings on the Internet Archive: 1967-05-05 Fillmore Auditorium,false,"Internet Archive GratefulDead collection listing filtered to date:1967-05-05; 3 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-05-05-relisten,gd-1967-05-05,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/05/05,Listen on Relisten: 1967-05-05 Fillmore Auditorium,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-05-05, 3 source(s), avg rating 9.02; retrieved 2026-09-01."
show-link-gd-1967-06-18-archive-index,gd-1967-06-18,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-06-18,All recordings on the Internet Archive: 1967-06-18 Monterey County Fairgrounds,false,"Internet Archive GratefulDead collection listing filtered to date:1967-06-18; 3 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-06-18-relisten,gd-1967-06-18,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/06/18,Listen on Relisten: 1967-06-18 Monterey County Fairgrounds,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-06-18, 3 source(s), avg rating 8.62; retrieved 2026-09-01."
show-link-gd-1967-07-23-archive-index,gd-1967-07-23,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-07-23,All recordings on the Internet Archive: 1967-07-23 Straight Theater,false,"Internet Archive GratefulDead collection listing filtered to date:1967-07-23; 3 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-07-23-relisten,gd-1967-07-23,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/07/23,Listen on Relisten: 1967-07-23 Straight Theater,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-07-23, 3 source(s), avg rating 10.00; retrieved 2026-09-01."
show-link-gd-1967-08-04-archive-index,gd-1967-08-04,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-08-04,All recordings on the Internet Archive: 1967-08-04 O'Keefe Centre,false,"Internet Archive GratefulDead collection listing filtered to date:1967-08-04; 3 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-08-04-relisten,gd-1967-08-04,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/08/04,Listen on Relisten: 1967-08-04 O'Keefe Centre,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-08-04, 3 source(s), avg rating 9.25; retrieved 2026-09-01."
show-link-gd-1967-08-05-0-relisten,gd-1967-08-05-0,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/08/05,Listen on Relisten: 1967-08-05 O'Keefe Centre,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-08-05, 6 source(s), avg rating 9.50; retrieved 2026-09-01. Date-level URL shared with same-date show(s) gd-1967-08-05-1; it cannot single out this show."
show-link-gd-1967-08-05-1-relisten,gd-1967-08-05-1,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/08/05,Listen on Relisten: 1967-08-05 O'Keefe Centre,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-08-05, 6 source(s), avg rating 9.50; retrieved 2026-09-01. Date-level URL shared with same-date show(s) gd-1967-08-05-0; it cannot single out this show."
show-link-gd-1967-09-03-archive-index,gd-1967-09-03,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-09-03,All recordings on the Internet Archive: 1967-09-03 Dance Hall,false,"Internet Archive GratefulDead collection listing filtered to date:1967-09-03; 3 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-09-03-relisten,gd-1967-09-03,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/09/03,Listen on Relisten: 1967-09-03 Dance Hall,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-09-03, 3 source(s), avg rating 9.60; retrieved 2026-09-01."
show-link-gd-1967-09-04-archive-index,gd-1967-09-04,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-09-04,All recordings on the Internet Archive: 1967-09-04 Dance Hall,false,"Internet Archive GratefulDead collection listing filtered to date:1967-09-04; 1 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-09-04-relisten,gd-1967-09-04,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/09/04,Listen on Relisten: 1967-09-04 Dance Hall,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-09-04, 1 source(s), avg rating 7.78; retrieved 2026-09-01."
show-link-gd-1967-09-15-archive-index,gd-1967-09-15,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-09-15,All recordings on the Internet Archive: 1967-09-15 Hollywood Bowl,false,"Internet Archive GratefulDead collection listing filtered to date:1967-09-15; 1 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-09-15-relisten,gd-1967-09-15,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/09/15,Listen on Relisten: 1967-09-15 Hollywood Bowl,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-09-15, 1 source(s), avg rating 7.89; retrieved 2026-09-01."
show-link-gd-1967-10-22-archive-index,gd-1967-10-22,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-10-22,All recordings on the Internet Archive: 1967-10-22 Winterland,false,"Internet Archive GratefulDead collection listing filtered to date:1967-10-22; 4 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-10-22-relisten,gd-1967-10-22,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/10/22,Listen on Relisten: 1967-10-22 Winterland,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-10-22, 4 source(s), avg rating 9.69; retrieved 2026-09-01."
show-link-gd-1967-10-31-archive-index,gd-1967-10-31,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-10-31,All recordings on the Internet Archive: 1967-10-31 Winterland,false,"Internet Archive GratefulDead collection listing filtered to date:1967-10-31; 1 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-10-31-relisten,gd-1967-10-31,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/10/31,Listen on Relisten: 1967-10-31 Winterland,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-10-31, 1 source(s), avg rating 10.00; retrieved 2026-09-01."
show-link-gd-1967-11-10-archive-index,gd-1967-11-10,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-11-10,All recordings on the Internet Archive: 1967-11-10 Shrine Exhibition Hall,false,"Internet Archive GratefulDead collection listing filtered to date:1967-11-10; 4 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-11-10-relisten,gd-1967-11-10,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/11/10,Listen on Relisten: 1967-11-10 Shrine Exhibition Hall,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-11-10, 4 source(s), avg rating 9.64; retrieved 2026-09-01."
show-link-gd-1967-11-11-archive-index,gd-1967-11-11,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1967-11-11,All recordings on the Internet Archive: 1967-11-11 Shrine Exhibition Hall,false,"Internet Archive GratefulDead collection listing filtered to date:1967-11-11; 4 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1967-11-11-relisten,gd-1967-11-11,relisten,streaming-show-page,https://relisten.net/grateful-dead/1967/11/11,Listen on Relisten: 1967-11-11 Shrine Exhibition Hall,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1967: display_date 1967-11-11, 4 source(s), avg rating 9.14; retrieved 2026-09-01."
show-link-gd-1968-01-17-archive-index,gd-1968-01-17,archive,recording-index,https://archive.org/details/GratefulDead?query=date%3A1968-01-17,All recordings on the Internet Archive: 1968-01-17 Carousel Ballroom,false,"Internet Archive GratefulDead collection listing filtered to date:1968-01-17; 3 canonical recording row(s) already cite Archive items for this show, so the listing is non-empty."
show-link-gd-1968-01-17-relisten,gd-1968-01-17,relisten,streaming-show-page,https://relisten.net/grateful-dead/1968/01/17,Listen on Relisten: 1968-01-17 Carousel Ballroom,false,"Relisten API year listing https://api.relisten.net/api/v2/artists/grateful-dead/years/1968: display_date 1968-01-17, 3 source(s), avg rating 9.43; retrieved 2026-09-01."
